name,category,subcategory,city,state,country,website_url,store_url,gift_shop_url,online_store_url,vendor_application_url,wholesale_url,contact_page_url,general_email,correct_business_email,retail_contact_name,retail_contact_title,retail_contact_email,partnership_contact_name,partnership_contact_email,procurement_contact_email,phone,LinkedIn,Instagram,TikTok,YouTube,source_url,source_type,evidence_notes,recommended_product_angle,opportunity_score,confidence_score,outreach_status,personalized_email_draft
Visit California,Tourism & Attractions,Tourism board,Sacramento,CA,US,https://www.visitcalifornia.com,,,,,,https://www.visitcalifornia.com,,,,,,,,,,,,,,https://www.visitcalifornia.com,official_website,state tourism organization with broad merchandise potential,city landmark collection,76,78,manual_review,"Hi Visit California team,

I noticed state tourism organization with broad merchandise potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a city landmark collection. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Harvard Coop,Universities & Schools,Campus store,Cambridge,MA,US,https://www.thecoop.com,https://www.thecoop.com,https://www.thecoop.com,https://www.thecoop.com,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://www.thecoop.com,official_store,major university retail store with alumni and campus gift potential,university alumni gift,84,86,manual_review,"Hi Harvard Coop team,

I noticed major university retail store with alumni and campus gift potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Stanford Bookstore,Universities & Schools,Campus store,Stanford,CA,US,https://www.bkstr.com/stanfordstore,https://www.bkstr.com/stanfordstore,https://www.bkstr.com/stanfordstore,https://www.bkstr.com/stanfordstore,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://www.bkstr.com/stanfordstore,official_store,official Stanford campus store channel,university alumni gift,84,86,manual_review,"Hi Stanford Bookstore team,

I noticed official Stanford campus store channel. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Princeton University Store,Universities & Schools,Campus store,Princeton,NJ,US,https://www.pustore.com,https://www.pustore.com,https://www.pustore.com,https://www.pustore.com,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://www.pustore.com,official_store,independent university store with alumni gift potential,university alumni gift,84,86,manual_review,"Hi Princeton University Store team,

I noticed independent university store with alumni gift potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
UCLA Store,Universities & Schools,Campus store,Los Angeles,CA,US,https://shop.uclastore.com,https://shop.uclastore.com,https://shop.uclastore.com,https://shop.uclastore.com,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://shop.uclastore.com,official_store,official UCLA Store with online merchandise,university alumni gift,84,86,manual_review,"Hi UCLA Store team,

I noticed official UCLA Store with online merchandise. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
University Book Store - University of Washington,Universities & Schools,Campus store,Seattle,WA,US,https://www.ubookstore.com,https://www.ubookstore.com,https://www.ubookstore.com,https://www.ubookstore.com,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://www.ubookstore.com,official_store,university bookstore with broad gift assortment,university alumni gift,84,86,manual_review,"Hi University Book Store - University of Washington team,

I noticed university bookstore with broad gift assortment. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Yale University Art Gallery,Universities & Schools,University museum,New Haven,CT,US,https://artgallery.yale.edu,https://museumstore.yale.edu/,https://museumstore.yale.edu/,https://museumstore.yale.edu/,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://museumstore.yale.edu/,official_store,university art museum with museum store,museum gift capsule,84,86,manual_review,"Hi Yale University Art Gallery team,

I noticed university art museum with museum store. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Harvard Art Museums,Universities & Schools,University museum,Cambridge,MA,US,https://harvardartmuseums.org,https://shop.harvardartmuseums.org/,https://shop.harvardartmuseums.org/,https://shop.harvardartmuseums.org/,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://shop.harvardartmuseums.org/,official_store,university art museum with online shop,museum gift capsule,84,86,manual_review,"Hi Harvard Art Museums team,

I noticed university art museum with online shop. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Berkeley Art Museum and Pacific Film Archive,Universities & Schools,University museum,Berkeley,CA,US,https://bampfa.org,https://shop.bampfa.org/,https://shop.bampfa.org/,https://shop.bampfa.org/,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://shop.bampfa.org/,official_store,university museum with store and cultural programming,museum gift capsule,84,86,manual_review,"Hi Berkeley Art Museum and Pacific Film Archive team,

I noticed university museum with store and cultural programming. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
University of Michigan Museum of Art,Universities & Schools,University museum,Ann Arbor,MI,US,https://umma.umich.edu,https://umma.umich.edu/shop,https://umma.umich.edu/shop,https://umma.umich.edu/shop,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://umma.umich.edu/shop,official_store,university museum shop and education audience,museum gift capsule,84,86,manual_review,"Hi University of Michigan Museum of Art team,

I noticed university museum shop and education audience. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Princeton University Art Museum,Universities & Schools,University museum,Princeton,NJ,US,https://artmuseum.princeton.edu,https://artmuseum.princeton.edu/visit/shop,https://artmuseum.princeton.edu/visit/shop,https://artmuseum.princeton.edu/visit/shop,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://artmuseum.princeton.edu/visit/shop,official_store,university art museum shop,museum gift capsule,84,86,manual_review,"Hi Princeton University Art Museum team,

I noticed university art museum shop. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
MIT Museum,Universities & Schools,University museum,Cambridge,MA,US,https://mitmuseum.mit.edu,https://mitmuseum.mit.edu/visit/museum-store,https://mitmuseum.mit.edu/visit/museum-store,https://mitmuseum.mit.edu/visit/museum-store,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://mitmuseum.mit.edu/visit/museum-store,official_store,science/technology university museum with store,children's educational gift,84,86,manual_review,"Hi MIT Museum team,

I noticed science/technology university museum with store. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a children's educational gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Cal Student Store,Universities & Schools,Campus store,Berkeley,CA,US,https://calstudentstore.berkeley.edu,https://calstudentstore.berkeley.edu,https://calstudentstore.berkeley.edu,https://calstudentstore.berkeley.edu,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://calstudentstore.berkeley.edu,official_store,official UC Berkeley campus retail store,university alumni gift,84,86,manual_review,"Hi Cal Student Store team,

I noticed official UC Berkeley campus retail store. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
NYU Bookstore,Universities & Schools,Campus store,New York,NY,US,https://www.bkstr.com/nyustore,https://www.bkstr.com/nyustore,https://www.bkstr.com/nyustore,https://www.bkstr.com/nyustore,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://www.bkstr.com/nyustore,official_store,official NYU bookstore channel,university alumni gift,84,86,manual_review,"Hi NYU Bookstore team,

I noticed official NYU bookstore channel. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
The Cornell Store,Universities & Schools,Campus store,Ithaca,NY,US,https://www.cornellstore.com,https://www.cornellstore.com,https://www.cornellstore.com,https://www.cornellstore.com,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://www.cornellstore.com,official_store,official Cornell Store with online retail,university alumni gift,84,86,manual_review,"Hi The Cornell Store team,

I noticed official Cornell Store with online retail. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Notre Dame Hammes Bookstore,Universities & Schools,Campus store,Notre Dame,IN,US,https://www.bkstr.com/notredamestore,https://www.bkstr.com/notredamestore,https://www.bkstr.com/notredamestore,https://www.bkstr.com/notredamestore,,,,,,,Campus store / museum store retail team,,,,,,,,,,https://www.bkstr.com/notredamestore,official_store,official Notre Dame bookstore channel,university alumni gift,84,86,manual_review,"Hi Notre Dame Hammes Bookstore team,

I noticed official Notre Dame bookstore channel. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a university alumni gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Asia Society,Nonprofit Organizations,Asian culture nonprofit,New York,NY,US,https://asiasociety.org,https://asiasociety.org/store,https://asiasociety.org/store,https://asiasociety.org/store,,,https://asiasociety.org,,,,Store / programs team,,,,,,,,,,https://asiasociety.org/store,official_store,"Asian culture nonprofit with events, education, and store potential",panda / Chinese culture collection,82,84,manual_review,"Hi Asia Society team,

I noticed Asian culture nonprofit with events, education, and store potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a panda / Chinese culture collection. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Chinese Historical Society of America,Nonprofit Organizations,Chinese American cultural nonprofit,San Francisco,CA,US,https://chsa.org,https://chsa.org/shop/,https://chsa.org/shop/,https://chsa.org/shop/,,,https://chsa.org,,,,Store / programs team,,,,,,,,,,https://chsa.org/shop/,official_store,Chinese American museum/nonprofit with online shop,panda / Chinese culture collection,82,84,manual_review,"Hi Chinese Historical Society of America team,

I noticed Chinese American museum/nonprofit with online shop. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a panda / Chinese culture collection. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Museum of Chinese in America,Nonprofit Organizations,Chinese American cultural institution,New York,NY,US,https://www.mocanyc.org,https://www.mocanyc.org/shop,https://www.mocanyc.org/shop,https://www.mocanyc.org/shop,,,https://www.mocanyc.org,,,,Store / programs team,,,,,,,,,,https://www.mocanyc.org/shop,official_store,Chinese American cultural institution with shop potential,panda / Chinese culture collection,82,84,manual_review,"Hi Museum of Chinese in America team,

I noticed Chinese American cultural institution with shop potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a panda / Chinese culture collection. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Japanese American National Museum,Nonprofit Organizations,Asian American cultural institution,Los Angeles,CA,US,https://www.janm.org,https://janmstore.com/,https://janmstore.com/,https://janmstore.com/,,,https://www.janm.org,,,,Store / programs team,,,,,,,,,,https://janmstore.com/,official_store,Asian American museum with official store,museum gift capsule,82,84,manual_review,"Hi Japanese American National Museum team,

I noticed Asian American museum with official store. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Chinese Culture Center of San Francisco,Nonprofit Organizations,Chinese culture nonprofit,San Francisco,CA,US,https://www.cccsf.us,,,,,,https://www.cccsf.us,,,,,,,,,,,,,,https://www.cccsf.us,official_website,Chinese culture nonprofit with events and partnership potential,panda / Chinese culture collection,72,74,manual_review,"Hi Chinese Culture Center of San Francisco team,

I noticed Chinese culture nonprofit with events and partnership potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a panda / Chinese culture collection. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Asian American Arts Alliance,Nonprofit Organizations,Arts nonprofit,New York,NY,US,https://www.aaartsalliance.org,,,,,,https://www.aaartsalliance.org,,,,,,,,,,,,,,https://www.aaartsalliance.org,official_website,Asian American arts nonprofit with community network,festival gift box,72,74,manual_review,"Hi Asian American Arts Alliance team,

I noticed Asian American arts nonprofit with community network. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a festival gift box. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Gold House,Nonprofit Organizations,Asian Pacific nonprofit network,Los Angeles,CA,US,https://goldhouse.org,,,,,,https://goldhouse.org,,,,,,,,,,,,,,https://goldhouse.org,official_website,Asian Pacific community and creator network,influencer limited-edition merchandise,72,74,manual_review,"Hi Gold House team,

I noticed Asian Pacific community and creator network. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a influencer limited-edition merchandise. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Committee of 100,Nonprofit Organizations,Chinese American association,New York,NY,US,https://www.committee100.org,,,,,,https://www.committee100.org,,,,,,,,,,,,,,https://www.committee100.org,official_website,Chinese American leadership nonprofit with events,corporate cultural gift,72,74,manual_review,"Hi Committee of 100 team,

I noticed Chinese American leadership nonprofit with events. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a corporate cultural gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
National Museum of Mexican Art,Nonprofit Organizations,Cultural nonprofit museum,Chicago,IL,US,https://nationalmuseumofmexicanart.org,https://shop.nationalmuseumofmexicanart.org/,https://shop.nationalmuseumofmexicanart.org/,https://shop.nationalmuseumofmexicanart.org/,,,https://nationalmuseumofmexicanart.org,,,,Store / programs team,,,,,,,,,,https://shop.nationalmuseumofmexicanart.org/,official_store,cultural museum with shop and strong community audience,museum gift capsule,82,84,manual_review,"Hi National Museum of Mexican Art team,

I noticed cultural museum with shop and strong community audience. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
The Wing Luke Museum,Nonprofit Organizations,Asian Pacific American museum,Seattle,WA,US,https://www.wingluke.org,https://shop.wingluke.org/,https://shop.wingluke.org/,https://shop.wingluke.org/,,,https://www.wingluke.org,,,,Store / programs team,,,,,,,,,,https://shop.wingluke.org/,official_store,Asian Pacific American museum with shop,panda / Chinese culture collection,82,84,manual_review,"Hi The Wing Luke Museum team,

I noticed Asian Pacific American museum with shop. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a panda / Chinese culture collection. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Korean Cultural Center New York,Nonprofit Organizations,Cultural center,New York,NY,US,https://www.koreanculture.org,,,,,,https://www.koreanculture.org,,,,,,,,,,,,,,https://www.koreanculture.org,official_website,cultural center with public programs and events,festival gift box,72,74,manual_review,"Hi Korean Cultural Center New York team,

I noticed cultural center with public programs and events. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a festival gift box. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Japan Society,Nonprofit Organizations,Cultural nonprofit,New York,NY,US,https://japansociety.org,https://shop.japansociety.org/,https://shop.japansociety.org/,https://shop.japansociety.org/,,,https://japansociety.org,,,,Store / programs team,,,,,,,,,,https://shop.japansociety.org/,official_store,cultural nonprofit with official shop and event audience,museum gift capsule,82,84,manual_review,"Hi Japan Society team,

I noticed cultural nonprofit with official shop and event audience. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a museum gift capsule. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Queens Botanical Garden,Nonprofit Organizations,Community nonprofit garden,Queens,NY,US,https://queensbotanical.org,https://queensbotanical.org/garden-gift-shop/,https://queensbotanical.org/garden-gift-shop/,https://queensbotanical.org/garden-gift-shop/,,,https://queensbotanical.org,,,,Store / programs team,,,,,,,,,,https://queensbotanical.org/garden-gift-shop/,official_store,public garden/community nonprofit with gift shop,festival gift box,82,84,manual_review,"Hi Queens Botanical Garden team,

I noticed public garden/community nonprofit with gift shop. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a festival gift box. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
826 National,Nonprofit Organizations,Education nonprofit,San Francisco,CA,US,https://826national.org,,,,,,https://826national.org,,,,,,,,,,,,,,https://826national.org,official_website,education nonprofit with youth audience,children's educational gift,72,74,manual_review,"Hi 826 National team,

I noticed education nonprofit with youth audience. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a children's educational gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
National Book Foundation,Nonprofit Organizations,Literary nonprofit,New York,NY,US,https://www.nationalbook.org,,,,,,https://www.nationalbook.org,,,,,,,,,,,,,,https://www.nationalbook.org,official_website,literary nonprofit with events and book fair audience,festival gift box,72,74,manual_review,"Hi National Book Foundation team,

I noticed literary nonprofit with events and book fair audience. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a festival gift box. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Marriott International,Corporate & Institutional Gifts,Hospitality group,Bethesda,MD,US,https://www.marriott.com,,,,,,https://www.marriott.com,,,,,,,,,,,,,,https://www.marriott.com,official_website,"large hospitality brand with client, event, and employee gifting potential",corporate cultural gift,72,70,missing_contact,"Hi Marriott International team,

I noticed large hospitality brand with client, event, and employee gifting potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a corporate cultural gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Hyatt Hotels Corporation,Corporate & Institutional Gifts,Hospitality group,Chicago,IL,US,https://www.hyatt.com,,,,,,https://www.hyatt.com,,,,,,,,,,,,,,https://www.hyatt.com,official_website,hospitality group with premium guest and event gift potential,corporate cultural gift,72,70,missing_contact,"Hi Hyatt Hotels Corporation team,

I noticed hospitality group with premium guest and event gift potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a corporate cultural gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Hilton,Corporate & Institutional Gifts,Hospitality group,McLean,VA,US,https://www.hilton.com,,,,,,https://www.hilton.com,,,,,,,,,,,,,,https://www.hilton.com,official_website,global hospitality group with corporate and event gift potential,corporate cultural gift,72,70,missing_contact,"Hi Hilton team,

I noticed global hospitality group with corporate and event gift potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a corporate cultural gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Salesforce,Corporate & Institutional Gifts,Technology company,San Francisco,CA,US,https://www.salesforce.com,,,,,,https://www.salesforce.com,,,,,,,,,,,,,,https://www.salesforce.com,official_website,"large tech company with events, employees, and branded gift needs",corporate cultural gift,72,70,missing_contact,"Hi Salesforce team,

I noticed large tech company with events, employees, and branded gift needs. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a corporate cultural gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Google,Corporate & Institutional Gifts,Technology company,Mountain View,CA,US,https://about.google,,,,,,https://about.google,,,,,,,,,,,,,,https://about.google,official_website,large tech company with employee and event gifting potential,corporate cultural gift,72,70,missing_contact,"Hi Google team,

I noticed large tech company with employee and event gifting potential. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a corporate cultural gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
Microsoft,Corporate & Institutional Gifts,Technology company,Redmond,WA,US,https://www.microsoft.com,,,,,,https://www.microsoft.com,,,,,,,,,,,,,,https://www.microsoft.com,official_website,large tech company with event and employee experience teams,corporate cultural gift,72,70,missing_contact,"Hi Microsoft team,

I noticed large tech company with event and employee experience teams. Auctus Lab designs premium cultural merchandise, city gifts, and limited-edition products for institutions with strong visitor, community, or brand stories.

One idea that may fit your audience is a corporate cultural gift. We can develop a small custom capsule around a collection, landmark, event, or seasonal campaign and keep the concept retail-ready for gift shops or partner programs.

Would it be worth a brief introductory call to see whether this could fit an upcoming retail, event, or gifting priority?

Best,
Auctus Lab"
